,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,def_pay
11014,110000,1,1,1,48,0,0,0,0,0,0,73472,75431,76296,77260,72907,63104,3139,2529,2348,2308,2180,1687,0
16229,200000,2,2,2,41,-2,-1,-1,-1,-1,0,15094,1717,988,1805,72551,90988,1727,991,1817,72836,30300,60000,0
15534,200000,1,2,2,35,0,0,0,0,0,0,27784,33877,35420,26609,25392,23367,10000,10000,2000,5000,5000,1000,0
12689,250000,1,1,2,42,0,0,0,0,0,0,255473,256003,254970,209124,213392,205180,11300,12177,7200,8000,7700,8003,0
15064,240000,1,1,1,46,-2,-2,-2,-2,-2,-2,7278,800,437,11624,9411,-3316,804,437,11705,9473,1405,164705,0
5009,30000,2,2,2,26,0,0,0,0,0,0,12479,10100,10923,10549,4747,4864,1233,1056,500,500,1000,2000,0
3092,60000,1,2,2,27,0,0,0,2,2,0,23439,26042,29182,29906,29292,29729,3300,3900,1500,0,1074,1200,0
11015,70000,1,2,1,45,0,0,0,0,0,0,43050,43410,36226,29369,25873,26101,1888,1225,856,6000,1097,604,0
25094,400000,1,3,2,63,-1,-1,-1,-1,0,0,52332,42898,26096,396988,348029,173170,42898,26099,397092,7864,3785,0,0
21501,50000,2,1,2,29,1,-2,-2,-2,-2,-1,0,0,0,0,0,429,0,0,0,0,429,250,0
28507,240000,2,2,1,28,0,0,0,0,0,0,175976,149257,93689,81226,71547,72794,6600,3711,3100,2500,3019,45200,0
2773,90000,1,3,1,46,-1,2,-1,-1,-1,-1,1651,390,390,390,1848,930,0,390,1950,1848,1710,0,0
4336,330000,2,2,1,39,8,7,6,5,4,3,377779,372355,365250,358145,352121,346216,0,0,0,0,0,0,1
1817,180000,2,2,1,44,-1,-1,-1,-1,-1,-1,816,803,2599,0,2311,2194,803,2800,0,2311,2542,236,0
10243,260000,1,2,2,30,-1,-1,-1,-1,-1,-1,326,326,326,326,476,326,326,326,326,476,326,326,0
18553,50000,2,1,2,25,0,0,2,0,0,0,40067,43099,42133,43127,44210,45844,4000,0,2000,1800,2500,5500,1
29249,20000,1,3,2,25,3,2,2,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1
21130,100000,1,1,2,41,0,0,0,0,0,0,31452,32453,33490,34926,35771,36366,1527,1564,2000,1426,1320,1333,1
12373,500000,2,1,1,36,-1,-1,-1,-1,-1,-1,7297,12349,26488,6534,9788,25314,12349,26488,6534,9788,25314,103508,0
18882,200000,2,1,2,30,-1,-1,-1,-1,-1,-1,4800,2040,5961,1829,1652,584,2040,5961,1829,1652,584,5430,0
11012,20000,2,2,2,45,1,1,-1,0,-1,-1,4516,-630,18976,8005,3034,9287,700,21400,1005,3034,9287,85,0
24970,140000,1,2,1,44,1,-1,-1,-1,0,-1,0,1384,-12,1900,664,1085,1384,0,1912,0,1085,0,0
15502,200000,1,2,1,41,0,0,2,0,0,0,92272,69963,67223,69167,69289,70333,6582,0,2943,2301,2374,2500,0
29840,320000,1,1,1,48,2,2,2,2,2,2,206732,201932,215392,218370,220977,225021,0,18300,8000,7700,7700,0,1
23364,500000,2,2,1,40,0,0,0,0,0,0,26102,33012,56116,31924,33255,27668,33009,50018,30023,30013,18019,40018,0
7959,50000,2,2,1,58,1,2,2,2,2,2,32113,31319,33688,32849,34950,35658,0,3200,0,2795,1431,0,0
28380,460000,2,2,2,33,0,0,-1,-1,-1,-1,8316,11672,1110,1927,5621,1703,6018,1110,1927,5649,1703,2009,0
18173,50000,1,2,1,45,0,0,0,0,-2,-2,51132,43020,30180,0,0,0,2800,1000,0,0,0,0,0
8263,350000,1,2,1,42,-1,-1,-1,0,0,-1,1037,1360,8686,3061,396,391,1365,8722,72,0,391,1406,0
131,240000,1,1,2,41,1,-1,-1,0,0,-1,95,2622,3301,3164,360,1737,2622,3301,0,360,1737,924,0
24547,490000,1,1,1,41,0,0,0,0,0,0,79712,81707,85703,87725,88727,91483,3000,5000,4000,3000,4000,5000,0
12052,80000,2,2,1,37,0,0,0,0,0,0,39839,40596,41914,42618,43525,44433,1700,1996,1700,1745,1800,2500,0
14742,150000,1,1,2,25,0,0,0,0,0,0,132684,128111,120509,74837,74391,66932,5713,12137,9005,2528,3119,2548,0
29192,50000,1,1,2,29,0,-1,-1,2,0,0,50085,2127,6093,5850,9558,15371,3000,4000,0,4000,6000,0,1
11759,100000,2,3,1,51,0,0,0,0,0,0,98918,96916,98492,89961,93971,85526,4523,4213,3100,10000,3220,3130,0
11161,400000,2,3,2,35,-1,-1,-1,-1,-1,-1,8125,7017,10525,13295,11024,6666,7018,10542,13378,11045,6666,6862,0
20802,100000,1,2,1,34,2,2,2,0,0,2,84196,74621,64930,58433,50859,40005,2300,2000,4500,3300,0,3500,1
15305,100000,2,2,1,33,0,0,0,0,-2,-2,83013,89589,92887,0,0,0,8000,5000,0,0,0,0,0
7164,320000,2,1,2,32,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,-400,0,0,0,1,400,6083,1
2817,50000,2,1,2,24,4,3,2,2,2,2,38965,38063,38838,39598,40313,41293,0,1700,1700,1500,1800,1700,1
9916,220000,2,1,2,27,-2,-2,-1,0,0,0,4289,4637,1252,8069,18117,23176,1031,3077,7500,10048,15010,9000,0
3581,70000,1,2,1,48,0,0,0,-1,-1,-1,8439,7606,8638,1230,390,890,1188,2000,1230,390,890,215,0
1855,220000,2,2,1,54,-1,-1,-1,-1,-2,-2,8727,2553,147,0,0,0,3011,147,0,0,0,0,0
24396,300000,1,3,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
17725,320000,2,2,1,53,0,0,0,0,0,0,319711,33589,34608,38544,44486,52319,3000,3000,6000,8000,10000,1900,0
23677,80000,2,3,1,49,0,0,0,0,0,0,61267,61300,61001,58759,58212,56534,2179,2226,2004,2132,2030,2057,0
26087,50000,2,2,1,37,0,0,0,0,0,0,38418,47709,48923,39210,30515,27861,10000,2131,1910,1410,1159,1050,0
15827,80000,2,2,2,26,0,0,0,0,0,0,80919,77264,79332,80969,79144,79023,3000,3700,4000,3000,3300,3050,0
4975,80000,2,1,1,39,0,0,0,0,0,0,36444,33840,31768,28223,25557,18220,3015,4012,1013,2010,655,1007,0
2189,50000,2,2,2,22,0,0,0,0,0,0,18471,19483,19431,19307,19361,19738,1329,1307,683,857,856,834,0
9558,100000,2,3,2,44,0,0,0,0,0,0,89988,92388,94478,59387,60953,59786,3852,4135,2200,2521,2162,2697,0
23740,70000,2,2,1,57,0,0,0,0,0,0,18379,19571,22729,24346,24940,25539,1500,3500,2000,1000,1000,1500,0
3456,50000,1,1,2,29,1,2,2,2,2,2,14497,13975,25731,26112,26548,25970,0,12000,1100,1000,0,2500,0
25640,390000,2,1,1,39,0,0,0,0,0,-1,40439,30808,27235,9895,3707,62320,2013,1329,1025,1010,67842,2530,0
7276,20000,2,3,1,28,1,2,2,0,0,-1,18710,19132,18409,14301,14373,1270,1400,30,1000,1000,1270,10489,0
19400,80000,2,2,1,35,2,2,-1,-1,-1,-1,252,-1624,2072,1752,1876,1876,0,5572,1752,2000,1876,2071,0
25192,30000,2,2,1,25,4,3,2,2,3,2,37695,35146,34637,34127,31641,31344,0,2000,2000,0,2000,0,0
7027,270000,2,1,2,27,-1,0,0,0,0,2,153201,136157,115733,93359,55264,11292,5933,9851,4214,4300,0,1000,0
17765,20000,2,2,3,56,0,0,0,0,-1,-1,17977,19194,18405,0,380,-400,3000,1000,400,380,0,1720,0
19304,230000,2,1,1,31,0,0,-1,2,0,0,23526,12187,3239,3029,3029,800,7005,3239,0,0,0,0,0
14958,360000,1,2,2,48,0,0,0,0,0,0,29269,26763,23202,24979,26734,17956,1500,2000,2000,2000,2000,3000,0
25818,60000,2,3,1,45,0,0,0,0,0,0,62396,36034,30534,28442,24544,24998,1500,1500,1404,1100,1000,1000,0
4790,150000,2,2,2,24,2,2,2,-1,-1,-1,63486,66741,744,5714,809,2315,4330,3,5762,813,2318,1616,1
22551,120000,2,1,1,34,-2,-2,-2,-2,-2,-2,3755,0,0,0,0,0,0,0,0,0,0,0,1
20712,70000,1,3,2,47,0,0,0,0,0,0,40862,38910,25151,25433,25544,24573,1421,2524,1584,695,686,525,0
6674,240000,1,1,2,34,-1,-1,-1,-1,-1,-1,21027,27568,9166,6855,8089,9052,27994,9212,6949,8134,10043,28012,0
11390,360000,2,2,1,34,0,0,-1,-1,-2,-2,9561,5866,1297,0,0,0,1166,1297,0,0,0,444,0
23563,200000,2,5,1,39,-2,-2,-2,-2,-2,-2,500,0,0,0,0,0,0,0,0,0,0,0,0
28634,190000,2,1,1,36,-1,-1,-1,-1,0,0,6915,4923,-2,6381,6383,817,4923,0,6383,2,0,1809,0
10757,230000,2,1,1,53,-1,-1,-2,-2,-2,-2,10000,0,0,0,0,0,0,0,0,0,0,0,0
260,510000,2,1,2,29,0,0,0,0,0,0,78331,99414,107686,103776,87265,36739,40010,20094,5000,5001,25365,65000,0
18195,70000,1,2,1,40,0,0,0,0,0,0,5481,6495,7514,8582,9038,9490,1113,1132,1200,600,600,600,0
2857,200000,2,2,1,41,0,0,0,0,0,0,42292,43764,44030,48466,49183,46919,3000,2000,5000,2000,3000,3000,0
15325,240000,2,2,1,35,-2,-2,-2,-2,-2,-2,5391,7375,4908,5638,2582,4127,7375,4908,5638,2587,4127,4942,0
15490,20000,1,1,1,31,0,0,0,2,-1,-1,4596,5675,8231,2717,4733,1099,1161,2717,0,4733,1099,0,1
1830,20000,1,3,1,38,0,0,-1,-1,-1,-1,19805,19900,390,390,0,780,1000,390,390,0,780,0,1
4921,180000,2,2,2,27,1,2,0,0,0,2,17207,16647,17657,17705,19043,18589,0,1590,638,1628,0,834,0
26567,200000,2,3,1,50,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0
26223,400000,2,1,1,28,-1,-1,-1,-1,-1,0,8716,211,4168,4049,4566,2578,211,4188,4061,4586,12,3837,0
22999,110000,2,2,2,42,0,0,0,0,0,0,106478,107517,103609,79421,78286,65875,3951,4276,2666,2811,2500,465,0
27060,20000,1,3,1,45,0,0,0,0,0,0,26400,27400,28400,29400,30000,0,1000,1000,1000,600,0,0,0
4854,200000,2,1,2,27,0,0,0,0,0,0,11912,19196,11938,15972,17952,5925,14443,4938,5972,7952,2925,1718,0
27680,20000,2,1,2,23,-1,0,0,0,0,0,19364,19082,19286,19637,18826,19522,1358,1321,1400,1000,1000,2583,0
27897,300000,2,3,2,27,0,0,0,0,0,0,17376,17538,16425,11976,3012,0,1294,11236,1032,9,0,0,0
11437,50000,2,2,1,24,0,0,0,0,0,0,37159,30814,27382,28081,28578,29450,1500,1500,1153,1100,1346,960,0
19773,150000,2,3,1,48,0,0,-1,-1,-1,-1,9730,0,1366,1388,3118,1148,0,1366,1388,3118,1148,496,0
10124,20000,1,2,1,38,2,2,2,2,2,2,6313,8625,8338,9199,9378,9081,2426,0,1000,471,0,482,0
22855,90000,2,1,2,31,0,0,2,2,2,2,77278,83357,85229,85939,83680,89319,8000,4100,3000,0,7000,3100,1
25104,110000,1,2,1,49,0,0,0,0,0,0,106264,107417,108803,82231,25687,27266,4400,3600,4138,1000,2000,2000,0
152,350000,1,1,2,41,1,-1,-1,-1,-1,-2,208,2906,1000,630,0,0,2906,1000,630,0,0,0,0
29856,260000,1,3,1,39,0,0,0,0,0,0,30498,31500,31619,22020,22040,23061,1894,1403,1642,1053,2000,425,0
11731,20000,1,2,1,51,0,0,0,0,0,0,18321,18446,18285,18235,16259,10640,1355,1136,646,381,337,1251,0
9442,80000,2,1,2,25,0,0,0,0,0,0,45392,46723,41986,40060,38124,37140,5000,2000,2000,2000,3000,2000,0
2783,280000,2,1,1,47,-1,2,2,-1,0,0,2002,1311,0,430,430,-550,0,0,430,0,550,1304,0
22405,230000,2,2,2,27,0,0,0,0,0,0,175050,164054,127369,108702,77703,79123,10000,10000,4000,3000,5000,5000,0
10090,200000,2,2,2,26,0,0,0,0,0,0,116070,111996,88327,73717,56921,48160,5096,2700,4017,7921,10160,5594,0
12120,150000,1,3,1,27,2,2,2,2,0,0,183405,188959,192342,189717,195670,198611,10000,8000,2000,9000,8000,110000,0
7316,230000,1,2,1,50,0,0,0,0,0,0,94314,96269,56058,57174,58371,59561,4082,1990,2003,2074,2115,2094,1
24071,50000,1,1,2,25,0,0,0,-1,-1,-2,13886,14958,15726,1148,0,0,3000,5000,1148,0,0,0,0
15718,50000,1,1,2,35,2,0,0,0,0,0,50481,48264,19142,18188,18397,18161,3183,1565,7240,795,1000,673,1
549,120000,1,1,2,27,0,0,0,0,0,0,52437,50473,45087,35424,31760,31214,5024,5000,5000,4000,5000,3500,0
26543,200000,2,2,1,51,-1,-1,-2,-1,-1,-1,2433,735,735,2301,3139,316,735,735,2301,3139,316,6635,0
21416,180000,2,1,2,27,-1,0,0,0,2,0,4676,5764,6837,9367,8758,8800,1500,1500,2989,0,500,500,0
5900,80000,1,2,1,53,0,0,0,-2,-2,-2,5800,6666,0,0,0,0,1000,0,0,0,0,0,1
20016,230000,2,1,1,36,-2,-2,-2,-2,-2,-2,0,1663,4777,1755,2442,2724,1663,4777,1763,2445,2727,17136,0
10590,50000,1,2,2,28,0,0,0,0,0,0,2940,3989,5116,4425,6353,15829,1100,1205,2000,2000,10000,1000,0
14900,150000,2,1,2,37,-1,2,2,-1,-1,-2,180,1582,1402,3244,-13,-13,1402,0,3244,0,0,0,0
2544,20000,1,2,2,25,0,0,0,0,0,0,13896,12906,13983,10983,5400,0,2000,2500,2000,0,0,0,1
16848,20000,1,3,2,40,0,0,0,0,0,0,16884,17891,19078,19800,20000,0,1291,1478,1200,400,0,0,0
22268,130000,2,1,2,30,-1,-1,-1,-1,-1,0,1493,1492,1310,1310,2046,1574,1492,1310,1310,2046,574,1995,1
27181,230000,1,1,1,45,0,0,0,0,0,0,24901,26071,27937,28774,29202,29683,1500,2200,2000,1100,1000,980,0
28543,120000,2,2,1,35,0,0,0,0,0,0,115600,113690,114609,118232,119052,119232,5521,4232,5602,4123,4330,13245,0
12278,20000,1,3,1,47,0,0,2,2,2,2,7384,9356,9400,10085,9785,10481,2108,352,837,0,855,0,1
11116,100000,1,2,1,42,0,0,2,2,0,0,58392,61562,61392,59619,59814,58571,5500,2000,2,2007,2225,1947,0
14418,20000,2,2,1,40,2,2,4,3,2,0,17761,21152,20508,19933,19517,20235,4000,0,0,0,1000,3000,0
15247,30000,2,1,2,29,0,0,0,0,2,0,15982,12226,13565,15526,14979,15735,2226,1539,2500,0,1000,1000,0
19720,110000,2,3,2,27,0,0,0,0,0,0,105979,108403,109172,111940,108594,111239,5340,4000,4600,4000,4450,4100,0
26683,30000,1,1,2,24,0,0,0,2,0,0,28436,28845,31071,30248,30354,29088,1800,3300,0,1500,1500,1300,0
16667,20000,1,2,1,32,1,2,2,2,2,0,17913,17328,20353,19966,19056,19445,0,3309,381,0,389,890,1
4052,190000,1,1,2,32,0,0,2,0,0,0,5484,6192,4988,3440,3341,3228,2450,0,200,1000,1000,1000,0
11803,90000,2,2,1,30,2,2,0,0,0,0,64937,63240,51426,37872,33780,47367,0,1798,1426,1450,40000,711,0
5819,20000,2,2,2,24,2,2,2,2,-1,-1,6270,8284,8000,0,186,3314,2284,0,0,186,3314,3515,1
13457,260000,2,2,2,35,1,-2,-2,-1,-1,-1,0,0,0,8500,2890,210,0,0,8500,2890,210,48000,0
27106,150000,1,3,2,32,-1,-1,-1,-1,-1,-1,1437,162,116,162,530,367,162,116,162,530,367,111,0
17554,180000,2,2,2,39,0,0,-1,-1,-2,-2,2875,0,2125,0,0,0,0,2125,0,0,0,0,0
7771,220000,1,2,2,30,-2,-2,-2,-2,-2,-2,18301,20161,24621,17125,18378,1344,2026,10040,1000,1253,1350,4416,0
12673,430000,2,2,1,42,2,2,2,2,2,2,289358,296219,300873,294527,308523,318274,13000,11000,0,19000,15000,0,1
15614,100000,2,1,2,30,2,2,2,2,0,0,92162,93769,95163,74656,65718,78474,3800,3420,80,1800,17000,2000,0
43,140000,2,2,1,37,0,0,0,0,0,0,59504,61544,62925,64280,67079,69802,3000,3000,3000,4000,4000,3000,0
8252,500000,1,1,2,34,0,0,0,0,0,0,8007,10556,14332,20393,22633,24318,3000,4000,6500,5000,2000,4000,0
20416,20000,1,3,2,24,0,0,0,0,0,0,15570,16996,18414,19843,19643,3300,2000,2000,2200,0,100,0,0
24530,30000,1,1,2,36,-1,-1,-1,-2,-2,-2,1772,9619,-6,-6,-6,-6,9647,0,0,0,0,2011,0
931,320000,1,1,1,60,-1,-1,-1,-1,0,-1,9955,3465,84421,886,11741,4317,3465,84440,886,11533,4317,52466,1
17265,310000,2,2,2,31,2,0,0,0,2,2,137171,141486,144515,154587,156565,153965,6600,6800,14000,6000,0,5800,1
13772,50000,2,1,2,29,2,0,0,0,0,0,45367,46815,10099,8686,8614,6977,2335,1629,500,500,1000,1000,1
19892,200000,2,1,2,40,-1,-1,-2,-2,-1,0,7277,-6,-6,3044,4412,3412,6,0,3050,4412,0,0,0
6370,120000,1,2,2,31,3,3,2,2,-2,-2,113722,110525,103632,-36,-18,-18,0,0,0,0,0,0,0
10977,90000,2,2,1,34,2,0,0,0,-1,0,49530,18717,3053,3537,46816,47398,1449,1213,1087,47698,1740,1888,1
23522,150000,2,2,1,45,0,0,0,0,0,0,141292,131970,136267,138934,140315,139258,4719,6419,6436,5113,5210,5549,0
20778,270000,1,1,2,32,0,0,0,0,0,0,47116,47771,51414,52993,54962,56523,2000,5000,3000,4000,3000,3000,0
19690,390000,2,2,1,37,0,0,0,0,0,0,175363,164292,144731,145140,130727,131619,5551,5358,5500,5000,20000,10000,0
28830,40000,2,2,1,48,-1,0,0,0,0,0,27273,27207,28055,15199,17331,19428,2000,3000,3000,3000,3000,5000,0
11838,150000,2,1,2,29,0,0,0,0,0,0,39215,49300,53030,65006,50515,0,11200,16000,12376,1109,0,0,0
8407,50000,2,1,2,28,2,2,2,2,2,2,31336,32039,32714,32482,33807,34398,1500,1500,600,2000,1300,1500,0
10056,40000,2,2,1,43,0,0,0,0,0,0,36415,37409,30019,30426,22867,12900,1939,1399,806,862,258,0,0
21908,200000,2,2,2,27,-1,-1,-1,-1,-1,-1,1126,390,390,390,540,770,390,390,390,540,770,13993,0
1520,340000,2,2,2,36,2,0,0,0,0,0,337981,344920,18921,21205,19810,13586,17181,2000,10000,5000,3000,1000,0
8704,80000,2,2,1,41,0,0,0,0,0,0,52564,53681,56893,59021,117568,72869,1963,4120,3069,2215,30000,3000,0
5915,110000,2,1,1,41,2,2,7,7,7,7,150,150,150,150,150,150,0,0,0,0,0,0,0
17568,80000,2,1,1,37,-1,-1,-2,-2,-2,-2,1330,0,0,0,0,0,0,0,0,0,0,0,0
11417,130000,1,3,2,24,1,2,0,0,0,0,101767,41823,33740,17009,11580,0,12,1407,347,11,0,0,1
26104,140000,2,1,2,27,-1,-1,-1,0,-1,-1,2116,11028,9778,6417,1831,7126,11033,9803,1004,1831,7126,2121,0
14717,50000,1,1,2,32,2,0,0,2,0,0,16434,17550,21414,20774,21177,21612,1688,4476,0,888,788,1088,0
14904,180000,2,1,2,40,0,0,0,0,0,0,42790,43899,45172,46121,95432,50984,1800,2000,2000,2332,5000,1000,0
25523,60000,2,2,1,32,0,0,0,0,0,0,59738,59389,57656,58290,58213,57076,2700,2100,2100,2200,2100,3000,0
108,130000,1,2,2,38,0,0,0,-1,-1,-1,171438,178382,39940,120483,44127,126568,10908,0,133657,4566,133841,4796,0
29777,150000,1,4,2,29,0,0,0,0,0,0,200442,206334,206221,69995,60000,0,8500,8000,2500,1500,0,0,1
4507,30000,1,3,2,42,5,4,3,2,0,0,32755,31973,30937,29999,29214,29846,0,0,6,1054,1111,0,1
3113,220000,2,1,1,44,-1,0,0,0,0,0,208858,212640,216062,209288,202578,195567,7611,7484,7109,6969,6661,6426,0
4430,270000,2,2,1,38,0,0,0,0,0,0,60654,59464,54715,51796,53256,59733,3000,3019,5000,5000,10000,10000,0
1734,100000,2,2,1,36,-2,-2,-2,-2,-2,-2,2205,0,1983,3543,0,0,0,1983,3543,0,0,2645,0
5371,10000,1,3,1,40,1,2,2,3,2,2,7229,6968,8881,8594,8312,9241,0,2035,0,0,1069,1000,1
19913,50000,2,3,1,33,0,0,0,0,0,0,40757,39847,37561,36725,35346,33810,2000,1719,1783,1200,1200,1500,0
29023,240000,2,2,1,29,0,0,0,0,0,0,81274,83030,84945,65601,66901,68086,3101,3385,2377,2387,2472,2475,0
29484,400000,1,2,1,38,-1,-1,-1,0,-1,-1,3380,3395,5856,6401,389,21447,3411,8863,1032,390,21448,1001,0
2951,80000,2,2,1,24,-1,-1,-1,-1,-1,-1,15621,3760,1368,0,1421,0,3768,1368,0,1421,0,0,0
9345,300000,1,2,2,31,-1,-1,-1,-1,-1,-1,86267,78176,48163,13461,5121,5663,78580,48408,13538,5145,5690,13535,0
2875,140000,2,2,2,26,1,-1,0,0,0,0,0,811,1633,1666,1700,0,811,1000,33,34,0,0,0
10434,180000,1,2,1,34,-1,-1,-1,-1,-1,-1,1341,4185,291,570,2260,1583,4185,291,570,2260,1583,3974,0
16104,60000,2,3,1,48,0,0,0,0,0,0,58653,59063,53377,37418,37543,35447,2500,2000,1900,1500,1300,1300,1
28859,130000,2,3,2,32,0,0,0,0,0,0,12535,14317,15656,4918,6918,8944,2000,2040,3000,2000,2026,6561,0
28709,290000,2,3,1,46,0,0,0,0,0,-1,7874,9236,10326,11000,11000,11417,1500,1400,1000,0,11417,500,0
3350,30000,1,2,1,44,1,3,2,2,2,2,23171,22523,21863,23296,22783,24310,0,0,1800,0,1910,780,1
6072,50000,2,2,1,30,-1,-1,2,-1,2,2,416,832,416,3285,2685,2270,832,0,3285,0,190,0,1
29288,110000,1,2,2,26,0,0,0,0,0,0,61167,60549,55400,10711,10868,11079,2721,2422,1132,289,341,327,0
7272,50000,2,1,2,31,1,2,0,0,2,2,1129,1111,3186,6527,3328,33166,0,3000,3341,0,30000,0,1
4631,20000,2,2,2,26,0,0,0,0,0,0,16385,17518,19302,18818,19052,9097,1700,2484,1000,475,363,4000,0
20684,50000,1,2,2,29,2,2,2,2,2,0,35488,36606,37526,38214,37302,38546,2000,1800,1600,0,2000,1600,1
16991,50000,2,2,2,22,2,2,2,2,2,2,36665,40362,39441,41318,13996,14974,4626,0,3003,0,1206,0,1
12114,420000,2,2,2,37,1,-1,0,0,-1,0,6277,30512,17516,8773,15437,26376,31326,1150,205,15442,22292,1003,0
21448,440000,2,1,2,30,-1,-1,-1,0,0,0,777,612,87426,171244,150897,117870,612,87426,130007,3018,15000,51663,0
23301,90000,2,2,2,35,2,2,2,2,2,2,89282,91247,68552,67324,39573,28610,6201,0,25000,0,2235,0,0
24376,230000,1,5,2,40,2,2,2,0,0,0,119730,120912,111819,93007,92122,61583,5000,0,3700,3986,2900,1057,0
7214,380000,1,1,1,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
17165,180000,2,1,2,29,-1,0,0,0,2,0,10265,11288,13093,14874,14339,19068,1200,2000,2000,0,5000,5000,0
26813,130000,1,2,2,31,0,0,0,0,0,0,122486,116437,112881,96191,88934,90633,6013,4911,3533,3301,3607,5516,1
24939,300000,1,2,1,39,0,0,0,0,0,0,127237,114506,115420,118149,110223,110449,4100,4600,7384,3500,3900,4500,0
5650,30000,2,2,2,38,1,-2,-2,-1,2,2,0,0,0,239,89,589,0,0,239,0,500,0,0
4539,140000,2,1,2,24,0,0,0,-1,-1,-1,4679,3146,0,2000,4716,7485,1000,0,2000,4716,7485,10254,0
17801,30000,1,2,1,23,2,2,2,2,2,2,27172,28224,29276,28635,30127,30525,1800,1800,150,2250,1000,0,1
22124,80000,2,2,2,26,3,2,2,2,2,2,45088,46040,46998,47929,46860,51931,2000,2000,2000,0,6000,0,1
17140,50000,2,2,2,25,2,2,2,2,2,2,33586,34636,35683,36200,36808,37671,1900,1900,1400,1500,1600,1500,1
22743,150000,2,1,2,40,0,0,0,2,0,0,16986,18693,20885,21738,22080,23558,2000,2500,1500,1000,2000,2000,0
19403,20000,2,2,1,38,0,0,0,0,0,0,11904,13193,12236,13041,13641,14251,1500,1400,1500,1000,1000,0,0
10450,230000,2,2,2,31,0,0,0,0,0,-1,17587,19297,19580,8247,-6666,13334,2000,1000,2000,0,20000,8200,0
10603,50000,2,3,1,43,-1,-1,-1,-1,-1,-1,6748,1366,1173,1473,1473,1623,1366,1173,1773,1473,1623,946,0
14715,100000,2,2,1,39,0,0,0,0,0,0,100549,94471,57529,58070,58615,58760,3711,3155,1696,1889,1764,1714,0
27916,110000,2,1,2,28,0,0,0,0,0,0,52693,54148,73596,76938,47942,40963,5064,42000,5091,2026,3033,2510,0
5149,30000,1,3,2,29,1,-2,-2,-2,-2,-1,0,0,0,0,0,7035,0,0,0,0,7035,0,1
22798,360000,2,2,1,37,-2,-2,-2,-2,-2,-2,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,0
16059,60000,2,3,1,32,0,0,0,0,0,0,63354,65299,67087,27121,26316,26476,3000,3490,1794,1311,953,1390,1
621,180000,2,2,2,28,-1,-1,-1,-1,-1,-1,340,-120,420,460,460,610,0,1000,500,460,610,460,0
22570,240000,2,1,1,34,0,-1,-1,-1,-1,-1,1670,1479,1479,1479,1479,1240,1479,1479,1479,1479,1240,1655,1
939,200000,2,2,1,32,-1,-1,-1,-1,-1,-1,5150,10190,10190,10190,10594,11193,10190,10190,10190,10594,11193,10190,0
21736,30000,2,3,1,21,0,0,0,0,2,0,28884,25277,25289,25971,25350,5082,2091,1600,1600,301,102,40,0
16569,50000,1,2,2,29,0,0,0,0,0,0,44177,44820,46022,46903,47837,48383,2070,3000,2000,2000,2000,2000,0
23183,80000,2,2,1,39,0,0,0,0,0,0,41753,42956,43850,38112,38876,39697,2200,2000,2000,1700,1600,1700,0
28750,260000,2,2,1,29,0,0,0,0,0,0,246509,251197,243167,231463,105518,93193,7012,6310,5871,3130,2966,3230,0
1905,340000,2,1,1,36,0,0,0,0,0,0,185268,326074,276519,251815,218706,165666,160444,10143,7190,6283,5208,4177,0
9597,180000,2,2,1,41,0,0,0,0,0,0,139184,141752,122164,111328,113890,116823,6411,6000,5000,4500,5000,4200,0
24242,200000,1,3,2,30,-2,-2,-2,-2,-2,-2,0,680,1100,1500,1402,0,680,1100,1500,1402,0,0,0
12682,30000,2,2,3,41,1,-1,0,0,-1,0,8247,16463,7090,10000,18438,17068,16463,1314,10000,18438,733,11796,0
29081,200000,2,1,1,58,1,2,2,0,0,0,203108,206084,187747,159746,140632,143092,7500,0,6014,5000,6000,5000,1
5370,450000,1,2,1,44,-1,-1,-1,-1,-1,-1,3004,5938,3700,14327,14890,6687,5971,3712,14347,14903,6707,25963,0
21115,350000,1,2,2,47,0,0,0,0,0,0,190211,191582,163154,299409,250584,249412,8239,8902,213103,9036,10022,9027,0
28493,200000,2,1,2,30,-1,-1,-1,-1,0,0,200,200,200,959,759,1317,200,200,959,0,931,0,0
19234,150000,2,1,2,37,1,-2,-1,-1,-1,-2,0,0,689,2943,-6159,-6159,0,689,2943,0,0,16007,0
14973,30000,1,3,1,55,2,2,7,7,7,7,2395,2395,2395,2395,2395,2395,0,0,0,0,0,0,1
27073,350000,1,1,1,38,-1,-1,-1,-1,-1,-1,17999,38899,24620,22381,13115,5167,38933,24692,22388,13115,5167,11325,0
